"Entity","Attribute","Classword_Type","Teradata_Type","PK","Required","Description","Parent_Entity"
"EXTERNALLY_REPORTED_CLAIM","External_Policy_Holder_Street_Name","Classword_Name","VARCHAR(100)","","N","This is the street name of the policy holder.",""
"EXTERNALLY_REPORTED_CLAIM","External_Policy_Holder_Postal_Code_Num","Classword_Number","VARCHAR(50)","","N","This is the postal code of the policy holder.",""
"EXTERNALLY_REPORTED_CLAIM","Data_Source_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the source of information. In this context this is the source of the claim information.",""
"EXTERNALLY_REPORTED_CLAIM","Claim_Id","Classword_Identifier","BIGINT","","N","The unique identifier assigned to a claim.  If this reported claim was a claim against one of your policies then this is the link to that claim otherwise it is null.",""
"EXTERNALLY_REPORTED_CLAIM","Quotation_Id","Classword_Identifier","BIGINT","","N","The unique identifier for the quotation.  The claim may be related to a quotation for a prospect wanting to be a customer. This information is sometimes reported. If there is not related quotation then this will be null.",""
"EXTERNALLY_REPORTED_CLAIM","Agreement_Id","Classword_Identifier","BIGINT","","N","This is the unique identifier for the agreement. If this reported claim is a claim against your company then this would relate to that policy. If not then this will be null.",""
"EXTERNALLY_REPORTED_CLAIM","Property_Locator_Id","Classword_Identifier","BIGINT","","N","This is the unique identifier for a LOCATOR. In this context this is the locator or the address of the property or vehicle that is the subject of the claim. If this information is not available in the report then this will be null.",""
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","Location_Of_Loss_Type_Cd","Classword_Code","VARCHAR(50)","","N","This classifies the loss as either on premises or off premises.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","Catastrophe_Ind","Classword_Indicator","CHAR(1)","","N","Indicates whether this claim is for a catastrophic loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","External_Property_Claim_Street_Address_Num","Classword_Number","VARCHAR(50)","","N","This is the street number of the property that suffered the loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","External_Property_Claim_City_Name","Classword_Name","VARCHAR(100)","","N","This is the name of the city where the property is located that suffered the loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","External_Property_Claim_Street_Name","Classword_Name","VARCHAR(100)","","N","This is the name of the street where the property is located that suffered the loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","External_Property_Claim_Postal_Code_Num","Classword_Number","VARCHAR(50)","","N","This is the name of the postal code where the property is located that suffered the loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","External_Personal_Property_Claimant_Given_Name","Classword_Name","VARCHAR(100)","","N","This is the given name of the person who suffered the loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_PERSONAL_PROPERTY_CLAIM","External_Personal_Property_Claimant_Family_Name","Classword_Name","VARCHAR(100)","","N","This is the family name of the person who suffered the loss.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Disposition_Status_Cd","Classword_Code","VARCHAR(50)","","N","A code for the status of the vehicle being claimed such as repaired, stolen, totaled, damaged, no compensation or other.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Crime_Report_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the type of crime report that was ordered such as CAP Risk Score. The actual score would be in the entity GEOGRAPHICAL AREA SCORE.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Fault_Cd","Classword_Code","VARCHAR(50)","","N","This is a code describing who is at fault for the accident resulting in this claim such as At Fault, No Fault, Catastrophe, Undetermined, Partial Fault or Unknown.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Operator_Given_Name","Classword_Name","VARCHAR(100)","","N","This is the given name for the operator of the vehicle at the time of the incident.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Operator_Family_Name","Classword_Name","VARCHAR(100)","","N","This is the family name for the operator of the vehicle at the time of the incident.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Operator_Birth_Dt","Classword_Date","DATE","","N","This is the date of birth of the vehicle operator.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Operator_Driver_License_Num","Classword_Number","VARCHAR(50)","","N","This is the driver license number of the vehicle operator at the time of the incident.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Year_Num","Classword_Number","VARCHAR(50)","","N","This is the year of the vehicle that is the subject of the claim.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Make_Txt","Classword_Text","VARCHAR(2000)","","N","This is the make of the vehicle that is the subject of the claim.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Model_Txt","Classword_Text","VARCHAR(2000)","","N","This is the model of the vehicle that is the subject of the claim.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Identification_Num","Classword_Number","VARCHAR(50)","","N","This is the vehicle identification number that is assigned to the vehicle as reported.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Policy_Holder_Driver_License_Num","Classword_Number","VARCHAR(50)","","N","This is the driver license number for the policy holder.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Policy_Holder_License_Geographical_Area_Id","Classword_Identifier","BIGINT","","N","The unique identifier for a GEOGRAPHICAL AREA. In this context this is the state the driver license was issued.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","Vehicle_Operator_Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for any individual or group of individuals that is of interest to the enterprise. In this context this is the party ID of the vehicle operator if it was matched to a party in the enterprise.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Vehicle_Owner_Residence_Territory_Id","Classword_Identifier","BIGINT","","N","This is the territory in which the vehicle owner resides. This may be null for certain states. From this it can be derived if the vehicle owner resides in a risky area.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNALLY_REPORTED_VEHICLE_CLAIM","External_Claim_Loss_First_Payment_Dt","Classword_Date","DATE","","N","This is the date of the first payment for this loss type if this is a vehicle claim.","EXTERNALLY_REPORTED_CLAIM"
"EXTERNAL_ACCOUNT","External_Account_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for this account.","ACCOUNT"
"EXTERNAL_AGREEMENT","External_Agreement_Num","Classword_Number","VARCHAR(50)","","N","The agreement number as known by the external agreement holder.","AGREEMENT"
"EXTERNAL_AGREEMENT","External_Agreement_Type_Cd","Classword_Code","VARCHAR(50)","","N","The code for the external agreement type such as external collateral agreement where another bank has claim to an asset, and external insurance policy of dental, health, property and casualty, and life.","AGREEMENT"
"EXTERNAL_AGREEMENT_TYPE","External_Agreement_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code for the external agreement type such as external collateral agreement where another bank has claim to an asset, and external insurance policy of dental, health, property and casualty, and life.",""
"EXTERNAL_AGREEMENT_TYPE","External_Agreement_Type_Desc","Classword_Description","VARCHAR(500)","","N","The description for the code.",""
"EXTERNAL_CLAIM_CRIME_REPORT_TYPE","External_Claim_Crime_Report_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the type of crime report that was ordered such as CAP Risk Score. The actual score would be in the entity GEOGRAPHICAL AREA SCORE.",""
"EXTERNAL_CLAIM_CRIME_REPORT_TYPE","External_Claim_Crime_Report_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_CLAIM_FAULT_TYPE","External_Claim_Fault_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code describing who is at fault for the accident resulting in this claim such as At Fault, No Fault, Catastrophe, Undetermined, Partial Fault or Unknown.",""
"EXTERNAL_CLAIM_FAULT_TYPE","External_Claim_Fault_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_CLAIM_LOSS_DETAIL","External_Claim_Id","Classword_Identifier","BIGINT","Y","Y","This is a unique identifier for the external claim.",""
"EXTERNAL_CLAIM_LOSS_DETAIL","External_Claim_Id_Loss_Num","Classword_Number","VARCHAR(50)","Y","Y","A generated number for this loss for this external claim.",""
"EXTERNAL_CLAIM_LOSS_DETAIL","External_Claim_Loss_Paid_Amt","Classword_Amount","DECIMAL(18,4)","","N","This is the amount paid for this claim loss type.",""
"EXTERNAL_CLAIM_LOSS_DETAIL","External_Claim_Payment_Insurer_Name","Classword_Name","VARCHAR(100)","","N","This is the name of the insurance company that paid the claim.",""
"EXTERNAL_CLAIM_LOSS_DETAIL","External_Claim_Loss_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the type of loss for vehicle claims and cause of loss for property claims.  For vehicle claims the types could be collision, bodily injury, comprehensive, glass, medical expense, medical payment, physical/property damage, personal injury protection, rental reimbursement, spousal liability, towing and labor, uninsured motorist or underinsured motorist.  For property claims the types of loss are the cause of loss such as lightening, earth movement, medical payment, earthquake, s",""
"EXTERNAL_CLAIM_LOSS_DETAIL","External_Claim_Loss_Status_Cd","Classword_Code","VARCHAR(50)","","N","This is the status of the payout for this loss such as open, closed, subrogation, under deductible, peril not covered, or withdrawn.",""
"EXTERNAL_CLAIM_LOSS_STATUS_TYPE","External_Claim_Loss_Status_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the status of the payout for this loss such as open, closed, subrogation, under deductible, peril not covered, or withdrawn.",""
"EXTERNAL_CLAIM_LOSS_STATUS_TYPE","External_Claim_Loss_Status_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_CLAIM_LOSS_TYPE","External_Claim_Loss_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the type of loss for vehicle claims and cause of loss for property claims.  For vehicle claims the types could be collision, bodily injury, comprehensive, glass, medical expense, medical payment, physical/property damage, personal injury protection, rental reimbursement, spousal liability, towing and labor, uninsured motorist or underinsured motorist.  For property claims the types of loss are the cause of loss such as lightening, earth movement, medical payment, earthquake, s",""
"EXTERNAL_CLAIM_LOSS_TYPE","External_Claim_Loss_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_CLAIM_POLICY_TYPE","External_Claim_Policy_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the type of policy for both vehicle and property insurance types.  For vehicle insurance the types are personal auto, motorcycle or motor home.  For property insurance the types are boat owners, condominium, flood, fire, homeowners, inland marine, personal umbrella, mobile home, earthquake, ranch farm, tenant, and other.",""
"EXTERNAL_CLAIM_POLICY_TYPE","External_Claim_Policy_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_CLAIM_SUBTYPE","External_Policy_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a subtype discriminator used to classify the type of policy such as vehicle claim or property claim. The information reported is different based on this classification of claim.",""
"EXTERNAL_CLAIM_SUBTYPE","External_Policy_Subtype_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_CLAIM_VEHICLE_DISPOSITION_STATUS_TYPE","External_Claim_Vehicle_Disposition_Status_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the status of the vehicle being claimed such as repaired, stolen, totaled, damaged, no compensation or other.",""
"EXTERNAL_CLAIM_VEHICLE_DISPOSITION_STATUS_TYPE","External_Claim_Vehicle_Disposition_Status_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"EXTERNAL_COUPON","External_Coupon_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies an external coupon.",""
"EXTERNAL_COUPON","External_Coupon_Desc","Classword_Description","VARCHAR(500)","","N","Narrative text describing the external coupon.",""
"EXTERNAL_COUPON","Coupon_Issuing_Organization_Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for an organization.  This may be the product manufacturer or another organization that issues the coupon to the customer.",""
"EXTERNAL_COUPON","External_Coupon_Value_Amt","Classword_Amount","DECIMAL(18,4)","","N","The discount (redemption) value of the coupon.",""
"EXTERNAL_COUPON","Coupon_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code that uniquely identifies the coupon type.  Examples are ""Price Discount,"" ""Free Product,"" and ""Other.""",""
"EXTERNAL_DIRECT_DEBIT","Agreement_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an agreement.  In this context, this is the account where the monies are being transferred from.",""
"EXTERNAL_DIRECT_DEBIT","Business_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an organization.",""
"EXTERNAL_DIRECT_DEBIT","External_Direct_Debit_Start_Dt","Classword_Date","DATE","Y","Y","The start date of the period for which this direct debit is valid.",""
"EXTERNAL_DIRECT_DEBIT","External_Direct_Debit_Allowed_Amt","Classword_Amount","DECIMAL(18,4)","","N","The maximum amount allowed for this direct debit, for the specified time period.",""
"EXTERNAL_DIRECT_DEBIT","External_Direct_Debit_End_Dt","Classword_Date","DATE","","N","The end date of the period for which this direct debit is valid.  The end date may be specified at any time.",""
"EXTERNAL_DIRECT_DEBIT","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen",""
"EXTERNAL_DIRECT_DEBIT","External_Direct_Debit_Time_Period_Cd","Classword_Code","VARCHAR(50)","","N","A code for a time period such as once, daily, weekly, or monthly.  In this context, this is a code for a time period for each allowed direct debit.",""
"EXTERNAL_DIRECT_DEBIT","External_Direct_Debit_Time_Period_Num","Classword_Number","VARCHAR(50)","","N","The value associated with the time period code.",""
"EXTERNAL_DIRECT_DEBIT","External_Direct_Debit_Account_Id","Classword_Identifier","BIGINT","","N","The unique identifier for this account.  The destination account ID for this direct debit that is an account outside of the financial institution such as the electricity board.",""
"EXTERNAL_LIST","External_List_Id","Classword_Identifier","BIGINT","Y","Y","The identifier of the list that was provided from the supplier.",""
"EXTERNAL_LIST","List_Last_Updated_Dt","Classword_Date","DATE","","N","The date this list was last updated.",""
"EXTERNAL_LIST","External_List_Name","Classword_Name","VARCHAR(100)","","N","The name of this external list.",""
"EXTERNAL_LIST","External_List_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of external lists that are purchased from third-party suppliers such as potential customers list, 'do not call,' or 'do not spam' list.",""
"EXTERNAL_LIST","Business_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an organization.",""
"EXTERNAL_LIST_TYPE","External_List_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of external lists that are purchased from third-party suppliers such as potential customers list, 'do not call,' or 'do not spam' list.",""
"EXTERNAL_LIST_TYPE","External_List_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"EXTERNAL_MARGIN_AGREEMENT","External_Margin_Threshold_Amt","Classword_Amount","DECIMAL(18,4)","","N","The threshold amount that triggers margin call.","INVESTMENT_AGREEMENT"
"EXTERNAL_MARGIN_AGREEMENT","External_Margin_Agreement_Days_Cnt","Classword_Count","INTEGER","","N","The number of days in which the margin is checked to see if it is meeting the threshold.","INVESTMENT_AGREEMENT"
"EXTERNAL_MARGIN_AGREEMENT","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen","INVESTMENT_AGREEMENT"
"EXTERNAL_PROJECT","","","","","","EXTERNAL PROJECT is for projects outside the company, for example, for a third-party customer or is the subject of a construction loan.","PROJECT"
"EXTERNAL_STANDING_ORDER","Agreement_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an agreement.",""
"EXTERNAL_STANDING_ORDER","Business_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an organization.",""
"EXTERNAL_STANDING_ORDER","External_Standing_Order_Start_Dt","Classword_Date","DATE","Y","Y","The start date for which this standing order is valid.",""
"EXTERNAL_STANDING_ORDER","External_Order_Frequency_Time_Period_Cd","Classword_Code","VARCHAR(50)","","N","A code for a time period such as once, daily, weekly, or monthly.  In this context, this is a code for an external standing order transfer frequency.",""
"EXTERNAL_STANDING_ORDER","External_Standing_Order_Due_Day_Num","Classword_Number","VARCHAR(50)","","N","The day of the month when the transfer of money takes place for this external standing order.",""
"EXTERNAL_STANDING_ORDER","External_Standing_Order_Due_Amt","Classword_Amount","DECIMAL(18,4)","","N","The amount for this standing order.",""
"EXTERNAL_STANDING_ORDER","External_Standing_Order_End_Dt","Classword_Date","DATE","","N","The end date for which this standing order is valid.  The end date may be specified at any time.",""
"EXTERNAL_STANDING_ORDER","Currency_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen",""
"EXTERNAL_STANDING_ORDER","External_Standing_Order_Account_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for this account.  The destination account ID for this standing order that is an account outside of the financial institution such as to a gym club for monthly fees.",""
"EXTERNAL_TRIGGER","External_Trigger_Source_Name","Classword_Name","VARCHAR(100)","","N","The name of the external source for the EXTERNAL TRIGGER, for example, the alert may have come from a source system or third party.","ALERT_EVENT"
"EXTERNAL_TRIGGER","External_Trigger_Type_Cd","Classword_Code","VARCHAR(50)","","N","The code that classifies the type of EXTERNAL TRIGGER such as an alert generated by an external system or a person. For example, a system could send an alert when fraud is detected or when a financial transaction exceeds a certain amount.","ALERT_EVENT"
"EXTERNAL_TRIGGER_TYPE","External_Trigger_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code that classifies the type of EXTERNAL TRIGGER such as an alert generated by an external system or a person. For example, a system could send an alert when fraud is detected or when a financial transaction exceeds a certain amount.",""
"EXTERNAL_TRIGGER_TYPE","External_Trigger_Type_Desc","Classword_Description","VARCHAR(500)","","N","The description for the EXTERNAL TRIGGER TYPE.",""
"EXTERNAL_WATCH_LIST_SOURCE","External_List_Id","Classword_Identifier","BIGINT","Y","Y","The identifier of the list that was provided from the supplier.","WATCH_LIST_SOURCE"
"FACILITY_AGREEMENT","","","","","","A facility is an umbrella agreement that sets the broad terms and conditions of 'subagreements' that are linked to it.  For example, commercial bill is an agreement that has a limit. This agreement sets the limit and has open and expiration dates.  Within this facility are the deals that draw upon the facility. Each draw is a separate agreement and would be a loan agreement in this model.  You can link the facility to each draw (loan) agreement via the AGREEMENT RELATED entity. You will need thi","CREDIT_AGREEMENT"
"FACILITY_OPERATING_EXPENSE_ACCOUNT","","","","","","The entity that indicates the operating expense pertains to facilities. Facility expenses are related to the maintenance of a physical facility.","OPERATING_EXPENSE_ACCOUNT"
"FACILITY_QUALIFIER_TYPE","Facility_Qualifier_Cd","Classword_Code","VARCHAR(50)","Y","Y","Uniquely identifies the qualifier for the facility type.  Examples: - Uniform billing claim form bill type - Place of service code from the FAO record",""
"FACILITY_QUALIFIER_TYPE","Facility_Qualifier_Desc","Classword_Description","VARCHAR(500)","","N","A description of the facility qualifier code.",""
"FACILITY_TYPE","Facility_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","Uniquely identifies the types of facilities.  Examples include: - Office - Home - Inpatient hospital - Outpatient hospital - Emergency room – hospital - Ambulatory surgical center - Birthing center - Military treatment facility - Skilled nursing facility - Nursing facility - Custodial care facility - Hospice - Ambulance – land - Ambulance – air or water - Inpatient psychiatric facility - Psychiatric facility partial hospitalization - Community mental health center - Intermediate care facility/me",""
"FACILITY_TYPE","Facility_Qualifier_Cd","Classword_Code","VARCHAR(50)","Y","Y","Uniquely identifies the qualifier for the facility type.  Examples: - Uniform billing claim form bill type - Place of service code from the FAO record",""
"FACILITY_TYPE","Facility_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"FAMILY_CARD","","","","","","FAMILY CARD is a type of CREDIT CARD AGREEMENT between the company and one or more members of a household.","CREDIT_CARD_AGREEMENT"
"FAMILY_HEALTH_CONDITION","Individual_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual.",""
"FAMILY_HEALTH_CONDITION","Party_Related_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","Unique identifier for the role that one party can have with another party.  Examples: - Manager-employee - Employer-employee - Vendor to the enterprise - Customer service provider to the enterprise - Account executive for the enterprise - Father-son - Household-member",""
"FAMILY_HEALTH_CONDITION","Health_Condition_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the different health condition type such as high blood pressure, low blood pressure, have had major operation, HIV positive, have cancer, had cancer, under medication, and heart disease.",""
"FAMILY_HEALTH_CONDITION","Family_Health_Condition_Start_Dt","Classword_Date","DATE","Y","Y","The onset date of the indicated health condition for this individual's family member.",""
"FAMILY_HEALTH_CONDITION","Family_Health_Condition_End_Dt","Classword_Date","DATE","","N","The date the indicated health condition no longer exists for this individual's family member.",""
"FAMILY_HEALTH_CONDITION","Family_Health_Condition_Val","Classword_Value","DECIMAL(18,4)","","N","The specific value for this health condition. For example, if the health condition is high blood pressure then this is the measured blood pressure for this individual's family member.  Nulls allowed.",""
"FAMILY_MEDICAL","Individual_Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an individual.",""
"FAMILY_MEDICAL","Party_Related_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","Unique identifier for the role that one party can have with another party.  Examples: - Manager-employee - Employer-employee - Vendor to the enterprise - Customer service provider to the enterprise - Account executive for the enterprise - Father-son - Household-member",""
"FAMILY_MEDICAL","Family_Medical_Dt","Classword_Date","DATE","Y","Y","The date the medical history information of the family members of the party was gathered.",""
"FAMILY_MEDICAL","Age_At_Death_Num","Classword_Number","VARCHAR(50)","","N","The age of the family member at time of death.",""
"FAMILY_MEDICAL","Age_If_Alive_Num","Classword_Number","VARCHAR(50)","","N","The age of the family member if still alive.",""
"FAULT_TYPE","Fault_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code that describes the fault for the claim such as the insured or third party.",""
"FAULT_TYPE","Fault_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"FEATURE","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE","Feature_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of feature such as, amount, term, rate, quantity, date, and descriptive.",""
"FEATURE","Feature_Insurance_Subtype_Cd","Classword_Code","VARCHAR(50)","","N","A unique code specifying the category for the feature such as coverage or service.",""
"FEATURE","Feature_Classification_Cd","Classword_Code","VARCHAR(50)","","N","A code for the type of feature such as cash advance balance, purchase balance, limits, grace periods, and deductibles.",""
"FEATURE","Feature_Desc","Classword_Description","VARCHAR(500)","","N","The description of the feature.",""
"FEATURE","Feature_Name","Classword_Name","VARCHAR(100)","","N","The short name of the feature.  Banking examples: - Minimum balance - Credit card fee  Property and casualty insurance examples: - Personal injury protection - Limit amount  Health insurance examples: - Dental general coverage percent - Medical general coverage percent - Angioplasty procedure - Tooth filling procedure - Copay amount",""
"FEATURE","Common_Feature_Name","Classword_Name","VARCHAR(100)","","N","The identifier that is commonly used to identify the feature.  Insurance examples are: - AD&D = Accidental Death and dismemberment - ADB = Accidental Death Benefit - FBR = Family Benefit Rider - GI = Guaranteed Insurability - IR = Impairment rider - LBR = Living Benefit Rider",""
"FEATURE","Feature_Level_Subtype_Cnt","Classword_Count","INTEGER","","N","An ordinal number that represents the level of feature such as primary or secondary. Secondary features describe primary features.  For example, a primary feature of property damage is described by a secondary feature of deductible of $1000.",""
"FEATURE-TO-FEATURE_GROUP","Feature_Group_Id","Classword_Identifier","BIGINT","Y","Y","A unique code for a grouping of features. This is for internal use by the financial institution and allows for the grouping of features many ways depending on the need. For example, one group may be all term conditions, another group may be all fee conditions, and another group may be all age conditions.",""
"FEATURE-TO-FEATURE_GROUP","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE-TO-FEATURE_GROUP","Feature-to-feature_Group_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date and time this feature became associated with this group.",""
"FEATURE-TO-FEATURE_GROUP","Feature-to-feature_Group_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time this feature ceased being associated with this group.",""
"FEATURE_CLASSIFICATION_TYPE","Feature_Classification_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of feature such as cash advance balance, purchase balance, limits, grace periods, and deductibles.",""
"FEATURE_CLASSIFICATION_TYPE","Feature_Classification_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"FEATURE_CLASS_SCHEME_TYPE","Feature_Class_Cd","Classword_Code","VARCHAR(50)","Y","Y","This code contains the various schemes for classifying features. It allows an unlimited number of classification schemes. Examples of classification schemes for features include interest rate features, credit card features, certificate of deposit features, and insurance coverages. Features are the terms and conditions that describe products.",""
"FEATURE_CLASS_SCHEME_TYPE","Parent_Feature_Class_Cd","Classword_Code","VARCHAR(50)","","N","This code contains the various schemes for classifying features. It allows an unlimited number of classification schemes. Examples of classification schemes for features include interest rate features, credit card features, certificate of deposit features, and insurance coverages. Features are the terms and conditions that describe products.  If there is a hierarchical relationship with other schemes then this is the parent scheme. Otherwise, it will be null.",""
"FEATURE_CLASS_SCHEME_TYPE","Feature_Class_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"FEATURE_CLASS_SCHEME_TYPE","Feature_Class_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the date when the classification scheme started.",""
"FEATURE_CLASS_SCHEME_TYPE","Feature_Class_End_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the date when the classification scheme ended.",""
"FEATURE_CLASS_VALUE","Feature_Class_Cd","Classword_Code","VARCHAR(50)","Y","Y","This code contains the various schemes for classifying features. It allows an unlimited number of classification schemes. Examples of classification schemes for features include interest rate features, credit card features, certificate of deposit features, and insurance coverages. Features are the terms and conditions that describe products.",""
"FEATURE_CLASS_VALUE","Feature_Class_Value_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the value of a classification scheme. For example, if the classification scheme is banking product then values could be credit card, checking, time deposit, residential loan, or commercial loan.",""
"FEATURE_CLASS_VALUE","Parent_Feature_Class_Value_Cd","Classword_Code","VARCHAR(50)","","N","If there is a hierarchical relationship of one value to another then this is the parent value.",""
"FEATURE_CLASS_VALUE","Feature_Class_Value_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
